ID,Document_ID,Type,Summary,Text,State,Project,Spawns,Covers
SPEC-00434,DOC-SPEC-0011,ALM Specification,,The thermal module shall expose coolant flow status through the defined internal software interface. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,CR-00655,
SPEC-00435,DOC-SPEC-0011,ALM Specification,,The battery component shall restore normal processing after state of charge remains valid for the configured recovery duration. Verification evidence shall be captured in the test execution report.,ALM_Active,Project NOVA / Variant EV-X,CR-00495,
SPEC-00436,DOC-SPEC-0011,ALM Specification,,The component shall apply rate limiting to fallback changes to avoid abrupt actuator response. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,"CR-00266, CR-00264",
SPEC-00437,DOC-SPEC-0011,ALM Specification,,The thermal software shall support parameterized cabin temperature thresholds per vehicle variant. Verification evidence shall be captured in the test execution report.,ALM_Active,Project NOVA / Variant EV-X,"CR-00179, PR-00422, PR-00054",
SPEC-00438,DOC-SPEC-0011,ALM Specification,,The component shall filter compressor control using a configurable time constant before evaluation. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,PR-00443,
SPEC-00439,DOC-SPEC-0011,ALM Specification,,The component shall calculate and validate sensor fusion before the value is used by dependent control functions. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,"CR-00134, CR-00104, CR-00469",
SPEC-00440,DOC-SPEC-0011,ALM Specification,,The implementation shall support unit testing of defrost logic evaluation independent of hardware. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00441,DOC-SPEC-0012,ALM Specification,,The implementation shall support unit testing of air quality evaluation independent of hardware. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,CR-00181,
SPEC-00442,DOC-SPEC-0012,ALM Specification,,The software architecture shall isolate cabin airflow processing from unrelated hvac control logic.,ALM_Active,Project NOVA / Variant EV-X,"CR-00068, CR-00136, CR-00402",
SPEC-00443,DOC-SPEC-0012,ALM Specification,,The software shall apply configurable monitoring thresholds to coolant flow and trigger fallback behavior when the validation criteria are not satisfied. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,CR-00337,
SPEC-00444,DOC-SPEC-0012,ALM Specification,,The steering software shall support parameterized steering angle thresholds per vehicle variant.,Specified,Project NOVA / Variant EV-X,"PR-00042, CR-00553",
SPEC-00445,DOC-SPEC-0012,ALM Specification,,"The thermal software component shall implement thermal-runaway early detection using configurable thresholds, plausibility checks, and a defined fallback strategy. This requirement applies to both nominal and degraded operating modes.",ALM_Active,Project NOVA / Variant EV-X,"PR-00321, CR-00273, CR-00225",
SPEC-00446,DOC-SPEC-0012,ALM Specification,,The powertrain module shall expose motor torque status through the defined internal software interface. This requirement applies to both nominal and degraded operating modes.,ALM_Active,Project NOVA / Variant EV-X,"CR-00295, CR-00440, PR-00327",
SPEC-00447,DOC-SPEC-0012,ALM Specification,,The component shall filter wheel speed using a configurable time constant before evaluation.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00448,DOC-SPEC-0012,ALM Specification,,The component shall filter AC charging using a configurable time constant before evaluation.,Accepted,Project NOVA / Variant EV-X,"PR-00247, CR-00142",
SPEC-00449,DOC-SPEC-0012,ALM Specification,,The charging component shall log timestamped DC fast charging transitions for post-analysis. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,"CR-00127, CR-00523",
SPEC-00450,DOC-SPEC-0012,ALM Specification,,The component shall calculate and validate damper control before the value is used by dependent control functions.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00451,DOC-SPEC-0012,ALM Specification,,The battery component shall restore normal processing after cell voltage remains valid for the configured recovery duration. This applies across all configured vehicle variants.,Accepted,Project NOVA / Variant EV-X,"CR-00545, CR-00028, CR-00210",
SPEC-00452,DOC-SPEC-0012,ALM Specification,,The processing logic for object detection shall debounce transient faults and expose a diagnostic status to downstream consumers. Verification evidence shall be captured in the test execution report.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00453,DOC-SPEC-0012,ALM Specification,,The charging software shall support parameterized AC charging thresholds per vehicle variant.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00454,DOC-SPEC-0012,ALM Specification,,The vehicle network module shall expose CAN bus signal status through the defined internal software interface. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,"CR-00375, CR-00017, PR-00482",
SPEC-00455,DOC-SPEC-0012,ALM Specification,,The component shall apply rate limiting to ABS control changes to avoid abrupt actuator response.,ALM_Active,Project NOVA / Variant EV-X,"CR-00536, CR-00185, CR-00451",
SPEC-00456,DOC-SPEC-0012,ALM Specification,,The component shall calculate and validate defrost logic before the value is used by dependent control functions. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,"CR-00721, PR-00367",
SPEC-00457,DOC-SPEC-0012,ALM Specification,,The software shall apply configurable monitoring thresholds to cabin temperature and trigger fallback behavior when the validation criteria are not satisfied.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00458,DOC-SPEC-0012,ALM Specification,,The component shall apply rate limiting to network wakeup changes to avoid abrupt actuator response. This requirement applies to both nominal and degraded operating modes.,Accepted,Project NOVA / Variant EV-X,"CR-00013, CR-00637",
SPEC-00459,DOC-SPEC-0012,ALM Specification,,"The powertrain software component shall implement traction motor torque control using configurable thresholds, plausibility checks, and a defined fallback strategy. The implementation shall comply with applicable functional safety guidelines.",Specified,Project NOVA / Variant EV-X,"CR-00581, CR-00428",
SPEC-00460,DOC-SPEC-0012,ALM Specification,,The component shall calculate and validate diagnostic session before the value is used by dependent control functions. This applies across all configured vehicle variants.,Accepted,Project NOVA / Variant EV-X,CR-00524,
SPEC-00461,DOC-SPEC-0012,ALM Specification,,The processing logic for ABS control shall debounce transient faults and expose a diagnostic status to downstream consumers. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,,
SPEC-00462,DOC-SPEC-0012,ALM Specification,,The software shall apply configurable monitoring thresholds to defrost logic and trigger fallback behavior when the validation criteria are not satisfied. Traceability to the originating stakeholder need shall be maintained.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00463,DOC-SPEC-0012,ALM Specification,,The component shall apply rate limiting to thermal derating changes to avoid abrupt actuator response. This requirement applies to both nominal and degraded operating modes.,ALM_Active,Project NOVA / Variant EV-X,"CR-00070, PR-00380, CR-00726",
SPEC-00464,DOC-SPEC-0012,ALM Specification,,The suspension component shall restore normal processing after ride height remains valid for the configured recovery duration. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00465,DOC-SPEC-0012,ALM Specification,,The processing logic for load estimation shall debounce transient faults and expose a diagnostic status to downstream consumers. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,"PR-00073, CR-00484, PR-00262",
SPEC-00466,DOC-SPEC-0012,ALM Specification,,The thermal module shall expose thermal runaway status through the defined internal software interface. The behavior shall be verified during integration testing.,Accepted,Project NOVA / Variant EV-X,"CR-00075, PR-00067, CR-00732",
SPEC-00467,DOC-SPEC-0012,ALM Specification,,The software architecture shall isolate brake pressure processing from unrelated braking control logic.,Accepted,Project NOVA / Variant EV-X,"CR-00390, PR-00057",
SPEC-00468,DOC-SPEC-0012,ALM Specification,,The adas component shall restore normal processing after sensor fusion remains valid for the configured recovery duration.,Specified,Project NOVA / Variant EV-X,CR-00540,
SPEC-00469,DOC-SPEC-0012,ALM Specification,,The braking software shall support parameterized wheel slip thresholds per vehicle variant.,Specified,Project NOVA / Variant EV-X,,
SPEC-00470,DOC-SPEC-0012,ALM Specification,,The component shall apply rate limiting to cell voltage changes to avoid abrupt actuator response. Verification evidence shall be captured in the test execution report.,Specified,Project NOVA / Variant EV-X,"CR-00324, CR-00750",
SPEC-00471,DOC-SPEC-0012,ALM Specification,,The charging component shall log timestamped AC charging transitions for post-analysis.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00472,DOC-SPEC-0012,ALM Specification,,The charging component shall log timestamped charge scheduling transitions for post-analysis. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,,
SPEC-00473,DOC-SPEC-0012,ALM Specification,,The powertrain component shall restore normal processing after torque limitation remains valid for the configured recovery duration. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,"PR-00180, CR-00441, CR-00097",
SPEC-00474,DOC-SPEC-0012,ALM Specification,,The implementation shall support unit testing of deceleration evaluation independent of hardware. The behavior shall be verified during integration testing.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00475,DOC-SPEC-0012,ALM Specification,,The component shall calculate and validate damper control before the value is used by dependent control functions. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00476,DOC-SPEC-0012,ALM Specification,,The component shall filter steering angle using a configurable time constant before evaluation. Traceability to the originating stakeholder need shall be maintained.,Specified,Project NOVA / Variant EV-X,CR-00056,
SPEC-00477,DOC-SPEC-0012,ALM Specification,,The component shall apply rate limiting to AC charging changes to avoid abrupt actuator response. The behavior shall be verified during integration testing.,Specified,Project NOVA / Variant EV-X,"CR-00564, CR-00350",
SPEC-00478,DOC-SPEC-0012,ALM Specification,,The adas software shall support parameterized distance estimation thresholds per vehicle variant.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00479,DOC-SPEC-0012,ALM Specification,,The battery component shall log timestamped isolation transitions for post-analysis. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,,
SPEC-00480,DOC-SPEC-0012,ALM Specification,,The thermal component shall log timestamped heat exchanger transitions for post-analysis. Any deviation shall be documented and reviewed by the responsible engineering team.,ALM_Active,Project NOVA / Variant EV-X,"PR-00222, CR-00308",
SPEC-00481,DOC-SPEC-0013,ALM Specification,,The processing logic for defrost logic shall debounce transient faults and expose a diagnostic status to downstream consumers.,Accepted,Project NOVA / Variant EV-X,"CR-00143, CR-00322, CR-00560",
SPEC-00482,DOC-SPEC-0013,ALM Specification,,The implementation shall support unit testing of torque sensing evaluation independent of hardware. Traceability to the originating stakeholder need shall be maintained.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00483,DOC-SPEC-0013,ALM Specification,,The hvac component shall restore normal processing after cabin airflow remains valid for the configured recovery duration. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00484,DOC-SPEC-0013,ALM Specification,,The component shall apply rate limiting to warning logic changes to avoid abrupt actuator response.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00485,DOC-SPEC-0013,ALM Specification,,"The hvac software component shall implement windshield defrost activation logic using configurable thresholds, plausibility checks, and a defined fallback strategy.",ALM_Active,Project NOVA / Variant EV-X,CR-00072,
SPEC-00486,DOC-SPEC-0013,ALM Specification,,The component shall calculate and validate warning logic before the value is used by dependent control functions. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,"PR-00409, PR-00398, CR-00436",
SPEC-00487,DOC-SPEC-0013,ALM Specification,,The charging software shall support parameterized DC fast charging thresholds per vehicle variant. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,CR-00523,
SPEC-00488,DOC-SPEC-0013,ALM Specification,,The suspension module shall expose load estimation status through the defined internal software interface. This applies across all configured vehicle variants.,Accepted,Project NOVA / Variant EV-X,CR-00617,
SPEC-00489,DOC-SPEC-0013,ALM Specification,,The adas component shall restore normal processing after distance estimation remains valid for the configured recovery duration. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,"CR-00213, CR-00568, CR-00533",
SPEC-00490,DOC-SPEC-0013,ALM Specification,,The component shall calculate and validate battery temperature before the value is used by dependent control functions. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,"PR-00287, CR-00399",
SPEC-00491,DOC-SPEC-0013,ALM Specification,,The suspension component shall restore normal processing after load estimation remains valid for the configured recovery duration. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,,
SPEC-00492,DOC-SPEC-0013,ALM Specification,,The software architecture shall isolate battery temperature processing from unrelated battery control logic. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,"CR-00174, CR-00036, PR-00097",
SPEC-00493,DOC-SPEC-0013,ALM Specification,,"The suspension software component shall implement axle load estimation using configurable thresholds, plausibility checks, and a defined fallback strategy.",Specified,Project NOVA / Variant EV-X,,
SPEC-00494,DOC-SPEC-0013,ALM Specification,,The steering component shall restore normal processing after steering angle remains valid for the configured recovery duration. The implementation shall comply with applicable functional safety guidelines.,ALM_Active,Project NOVA / Variant EV-X,CR-00684,
SPEC-00495,DOC-SPEC-0013,ALM Specification,,The component shall calculate and validate CAN bus signal before the value is used by dependent control functions. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,"CR-00287, PR-00143",
SPEC-00496,DOC-SPEC-0013,ALM Specification,,"The braking software component shall implement wheel-slip detection on low-friction surfaces using configurable thresholds, plausibility checks, and a defined fallback strategy. Any deviation shall be documented and reviewed by the responsible engineering team.",ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00497,DOC-SPEC-0013,ALM Specification,,The thermal component shall restore normal processing after cabin temperature remains valid for the configured recovery duration.,Accepted,Project NOVA / Variant EV-X,"CR-00183, PR-00371",
SPEC-00498,DOC-SPEC-0013,ALM Specification,,The component shall apply rate limiting to vibration monitoring changes to avoid abrupt actuator response. Traceability to the originating stakeholder need shall be maintained.,Specified,Project NOVA / Variant EV-X,"CR-00675, CR-00387",
SPEC-00499,DOC-SPEC-0013,ALM Specification,,The braking module shall expose wheel slip status through the defined internal software interface. Any deviation shall be documented and reviewed by the responsible engineering team.,Specified,Project NOVA / Variant EV-X,"CR-00250, PR-00328, CR-00082",
SPEC-00500,DOC-SPEC-0013,ALM Specification,,The software architecture shall isolate damper control processing from unrelated suspension control logic. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,"CR-00563, CR-00539, CR-00298",
SPEC-00501,DOC-SPEC-0013,ALM Specification,,The steering software shall support parameterized steering assist thresholds per vehicle variant. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,CR-00679,
SPEC-00502,DOC-SPEC-0013,ALM Specification,,"The braking software component shall implement anti-lock braking intervention logic using configurable thresholds, plausibility checks, and a defined fallback strategy. The behavior shall be verified during integration testing.",Specified,Project NOVA / Variant EV-X,"CR-00102, CR-00749",
SPEC-00503,DOC-SPEC-0013,ALM Specification,,The component shall apply rate limiting to thermal derating changes to avoid abrupt actuator response.,ALM_Active,Project NOVA / Variant EV-X,"CR-00168, CR-00392, CR-00161",
SPEC-00504,DOC-SPEC-0013,ALM Specification,,The component shall apply rate limiting to speed control changes to avoid abrupt actuator response. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,"CR-00511, CR-00677",
SPEC-00505,DOC-SPEC-0013,ALM Specification,,The software architecture shall isolate wheel speed processing from unrelated braking control logic.,ALM_Active,Project NOVA / Variant EV-X,"PR-00464, CR-00678, PR-00016",
SPEC-00506,DOC-SPEC-0013,ALM Specification,,The software shall apply configurable monitoring thresholds to steering angle and trigger fallback behavior when the validation criteria are not satisfied.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00507,DOC-SPEC-0013,ALM Specification,,The hvac software shall support parameterized air quality thresholds per vehicle variant. This requirement applies to both nominal and degraded operating modes.,Accepted,Project NOVA / Variant EV-X,"CR-00751, PR-00297, PR-00127",
SPEC-00508,DOC-SPEC-0013,ALM Specification,,The software architecture shall isolate DC fast charging processing from unrelated charging control logic. This requirement applies to both nominal and degraded operating modes.,ALM_Active,Project NOVA / Variant EV-X,CR-00088,
SPEC-00509,DOC-SPEC-0013,ALM Specification,,The component shall apply rate limiting to load estimation changes to avoid abrupt actuator response. The implementation shall comply with applicable functional safety guidelines.,Specified,Project NOVA / Variant EV-X,CR-00484,
SPEC-00510,DOC-SPEC-0013,ALM Specification,,The battery component shall log timestamped cell voltage transitions for post-analysis.,Specified,Project NOVA / Variant EV-X,"CR-00324, CR-00454, CR-00459",
SPEC-00511,DOC-SPEC-0013,ALM Specification,,The thermal component shall restore normal processing after heat exchanger remains valid for the configured recovery duration. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00512,DOC-SPEC-0013,ALM Specification,,The battery component shall restore normal processing after state of charge remains valid for the configured recovery duration. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,"CR-00279, PR-00083, CR-00008",
SPEC-00513,DOC-SPEC-0013,ALM Specification,,The software shall apply configurable monitoring thresholds to distance estimation and trigger fallback behavior when the validation criteria are not satisfied. The behavior shall be verified during integration testing.,Specified,Project NOVA / Variant EV-X,,
SPEC-00514,DOC-SPEC-0013,ALM Specification,,The implementation shall support unit testing of motor torque evaluation independent of hardware.,Accepted,Project NOVA / Variant EV-X,PR-00327,
SPEC-00515,DOC-SPEC-0013,ALM Specification,,The thermal software shall support parameterized cabin temperature thresholds per vehicle variant. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,CR-00701,
SPEC-00516,DOC-SPEC-0013,ALM Specification,,The suspension component shall restore normal processing after load estimation remains valid for the configured recovery duration. The implementation shall comply with applicable functional safety guidelines.,Accepted,Project NOVA / Variant EV-X,CR-00484,
SPEC-00517,DOC-SPEC-0013,ALM Specification,,The implementation shall support unit testing of charge port evaluation independent of hardware. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,"PR-00436, CR-00080, CR-00763",
SPEC-00518,DOC-SPEC-0013,ALM Specification,,The component shall apply rate limiting to torque limitation changes to avoid abrupt actuator response.,Accepted,Project NOVA / Variant EV-X,"CR-00424, PR-00447",
SPEC-00519,DOC-SPEC-0013,ALM Specification,,The component shall calculate and validate network wakeup before the value is used by dependent control functions. The behavior shall be verified during integration testing.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00520,DOC-SPEC-0013,ALM Specification,,The component shall calculate and validate isolation before the value is used by dependent control functions. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,"CR-00692, CR-00163",
SPEC-00521,DOC-SPEC-0014,ALM Specification,,The component shall apply rate limiting to gateway routing changes to avoid abrupt actuator response.,Accepted,Project NOVA / Variant EV-X,PR-00013,
SPEC-00522,DOC-SPEC-0014,ALM Specification,,The battery module shall expose battery temperature status through the defined internal software interface.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00523,DOC-SPEC-0014,ALM Specification,,The adas module shall expose warning logic status through the defined internal software interface. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,PR-00409,
SPEC-00524,DOC-SPEC-0014,ALM Specification,,The software architecture shall isolate air quality processing from unrelated hvac control logic. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,"CR-00073, CR-00205",
SPEC-00525,DOC-SPEC-0014,ALM Specification,,The implementation shall support unit testing of deceleration evaluation independent of hardware.,Specified,Project NOVA / Variant EV-X,"PR-00075, PR-00300, CR-00370",
SPEC-00526,DOC-SPEC-0014,ALM Specification,,The software shall apply configurable monitoring thresholds to isolation and trigger fallback behavior when the validation criteria are not satisfied.,Specified,Project NOVA / Variant EV-X,"CR-00190, CR-00689, CR-00043",
SPEC-00527,DOC-SPEC-0014,ALM Specification,,The battery component shall log timestamped isolation transitions for post-analysis. This requirement applies to both nominal and degraded operating modes.,Accepted,Project NOVA / Variant EV-X,"CR-00190, CR-00689",
SPEC-00528,DOC-SPEC-0014,ALM Specification,,The component shall calculate and validate wheel slip before the value is used by dependent control functions. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,"PR-00088, CR-00477",
SPEC-00529,DOC-SPEC-0014,ALM Specification,,The component shall calculate and validate charge scheduling before the value is used by dependent control functions.,Accepted,Project NOVA / Variant EV-X,PR-00332,
SPEC-00530,DOC-SPEC-0014,ALM Specification,,The software architecture shall isolate steering angle processing from unrelated steering control logic.,Accepted,Project NOVA / Variant EV-X,"CR-00717, CR-00691",
SPEC-00531,DOC-SPEC-0014,ALM Specification,,The component shall apply rate limiting to steering assist changes to avoid abrupt actuator response.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00532,DOC-SPEC-0014,ALM Specification,,The braking component shall restore normal processing after ABS control remains valid for the configured recovery duration. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,PR-00090,
SPEC-00533,DOC-SPEC-0014,ALM Specification,,The software architecture shall isolate compressor control processing from unrelated hvac control logic. Traceability to the originating stakeholder need shall be maintained.,ALM_Active,Project NOVA / Variant EV-X,"PR-00036, CR-00194, PR-00243",
SPEC-00534,DOC-SPEC-0014,ALM Specification,,The component shall apply rate limiting to defrost logic changes to avoid abrupt actuator response.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00535,DOC-SPEC-0014,ALM Specification,,The software architecture shall isolate charge scheduling processing from unrelated charging control logic.,Accepted,Project NOVA / Variant EV-X,"CR-00500, CR-00532",
SPEC-00536,DOC-SPEC-0014,ALM Specification,,The braking component shall log timestamped wheel speed transitions for post-analysis.,ALM_Active,Project NOVA / Variant EV-X,CR-00573,
SPEC-00537,DOC-SPEC-0014,ALM Specification,,The thermal module shall expose coolant flow status through the defined internal software interface. Applicable calibration parameters shall be documented in the configuration baseline.,ALM_Active,Project NOVA / Variant EV-X,"CR-00655, CR-00744",
SPEC-00538,DOC-SPEC-0014,ALM Specification,,The software shall apply configurable monitoring thresholds to wheel slip and trigger fallback behavior when the validation criteria are not satisfied. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00539,DOC-SPEC-0014,ALM Specification,,The component shall filter steering angle using a configurable time constant before evaluation.,Specified,Project NOVA / Variant EV-X,,
SPEC-00540,DOC-SPEC-0014,ALM Specification,,The component shall calculate and validate air quality before the value is used by dependent control functions. Traceability to the originating stakeholder need shall be maintained.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00541,DOC-SPEC-0014,ALM Specification,,The software architecture shall isolate distance estimation processing from unrelated adas control logic.,Specified,Project NOVA / Variant EV-X,CR-00764,
SPEC-00542,DOC-SPEC-0014,ALM Specification,,The component shall filter network wakeup using a configurable time constant before evaluation. The behavior shall be verified during integration testing.,Accepted,Project NOVA / Variant EV-X,PR-00214,
SPEC-00543,DOC-SPEC-0014,ALM Specification,,The software shall apply configurable monitoring thresholds to load estimation and trigger fallback behavior when the validation criteria are not satisfied.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00544,DOC-SPEC-0014,ALM Specification,,The software shall apply configurable monitoring thresholds to charge port and trigger fallback behavior when the validation criteria are not satisfied.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00545,DOC-SPEC-0014,ALM Specification,,The steering software shall support parameterized torque sensing thresholds per vehicle variant. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,,
SPEC-00546,DOC-SPEC-0014,ALM Specification,,The processing logic for gateway routing shall debounce transient faults and expose a diagnostic status to downstream consumers. Verification evidence shall be captured in the test execution report.,Specified,Project NOVA / Variant EV-X,CR-00227,
SPEC-00547,DOC-SPEC-0014,ALM Specification,,The component shall apply rate limiting to ABS control changes to avoid abrupt actuator response. This requirement applies to both nominal and degraded operating modes.,Specified,Project NOVA / Variant EV-X,"CR-00536, PR-00151, CR-00396",
SPEC-00548,DOC-SPEC-0014,ALM Specification,,The implementation shall support unit testing of cabin airflow evaluation independent of hardware. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,,
SPEC-00549,DOC-SPEC-0014,ALM Specification,,"The battery software component shall implement cell-voltage monitoring and plausibility using configurable thresholds, plausibility checks, and a defined fallback strategy. Traceability to the originating stakeholder need shall be maintained.",Accepted,Project NOVA / Variant EV-X,"PR-00307, CR-00454",
SPEC-00550,DOC-SPEC-0014,ALM Specification,,The processing logic for vibration monitoring shall debounce transient faults and expose a diagnostic status to downstream consumers. This requirement applies to both nominal and degraded operating modes.,Accepted,Project NOVA / Variant EV-X,PR-00170,
SPEC-00551,DOC-SPEC-0014,ALM Specification,,The steering software shall support parameterized torque sensing thresholds per vehicle variant.,Specified,Project NOVA / Variant EV-X,,
SPEC-00552,DOC-SPEC-0014,ALM Specification,,The component shall filter brake pressure using a configurable time constant before evaluation. Traceability to the originating stakeholder need shall be maintained.,Specified,Project NOVA / Variant EV-X,"PR-00312, CR-00258",
SPEC-00553,DOC-SPEC-0014,ALM Specification,,The implementation shall support unit testing of network wakeup evaluation independent of hardware. The behavior shall be verified during integration testing.,Accepted,Project NOVA / Variant EV-X,"CR-00237, CR-00649",
SPEC-00554,DOC-SPEC-0014,ALM Specification,,The battery software shall support parameterized charge current thresholds per vehicle variant. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,"CR-00666, PR-00306",
SPEC-00555,DOC-SPEC-0014,ALM Specification,,The software architecture shall isolate cell voltage processing from unrelated battery control logic. Applicable calibration parameters shall be documented in the configuration baseline.,Specified,Project NOVA / Variant EV-X,"CR-00520, CR-00443, CR-00545",
SPEC-00556,DOC-SPEC-0014,ALM Specification,,The powertrain component shall log timestamped speed control transitions for post-analysis. Applicable calibration parameters shall be documented in the configuration baseline.,Accepted,Project NOVA / Variant EV-X,CR-00206,
SPEC-00557,DOC-SPEC-0014,ALM Specification,,The component shall calculate and validate DC fast charging before the value is used by dependent control functions. This applies across all configured vehicle variants.,Specified,Project NOVA / Variant EV-X,"PR-00313, CR-00088, CR-00644",
SPEC-00558,DOC-SPEC-0014,ALM Specification,,The suspension software shall support parameterized damper control thresholds per vehicle variant. Any deviation shall be documented and reviewed by the responsible engineering team.,Accepted,Project NOVA / Variant EV-X,"PR-00040, CR-00636",
SPEC-00559,DOC-SPEC-0014,ALM Specification,,"The powertrain software component shall implement traction motor torque control using configurable thresholds, plausibility checks, and a defined fallback strategy. Traceability to the originating stakeholder need shall be maintained.",ALM_Active,Project NOVA / Variant EV-X,CR-00295,
SPEC-00560,DOC-SPEC-0014,ALM Specification,,The component shall calculate and validate defrost logic before the value is used by dependent control functions.,ALM_Active,Project NOVA / Variant EV-X,CR-00143,
SPEC-00561,DOC-SPEC-0015,ALM Specification,,The vehicle network software shall support parameterized CAN bus signal thresholds per vehicle variant. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,CR-00457,
SPEC-00562,DOC-SPEC-0015,ALM Specification,,The powertrain component shall restore normal processing after torque limitation remains valid for the configured recovery duration. This requirement applies to both nominal and degraded operating modes.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00563,DOC-SPEC-0015,ALM Specification,,The component shall calculate and validate wheel speed before the value is used by dependent control functions.,ALM_Active,Project NOVA / Variant EV-X,,
SPEC-00564,DOC-SPEC-0015,ALM Specification,,The component shall apply rate limiting to distance estimation changes to avoid abrupt actuator response.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00565,DOC-SPEC-0015,ALM Specification,,The processing logic for charge port shall debounce transient faults and expose a diagnostic status to downstream consumers. This applies across all configured vehicle variants.,ALM_Active,Project NOVA / Variant EV-X,"CR-00741, PR-00424",
SPEC-00566,DOC-SPEC-0015,ALM Specification,,The steering module shall expose torque sensing status through the defined internal software interface. Verification evidence shall be captured in the test execution report.,Accepted,Project NOVA / Variant EV-X,,
SPEC-00567,DOC-SPEC-0015,ALM Specification,,The hvac software shall support parameterized air quality thresholds per vehicle variant. Traceability to the originating stakeholder need shall be maintained.,Accepted,Project NOVA / Variant EV-X,,
