Baseline_ID,Release_ID,Artifact_ID,Artifact_Type,Document_ID,Project,Membership_Source
BL-REL-00025,REL-00025,SPEC-00507,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00037,REL-00037,SPEC-00507,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00007,REL-00007,SPEC-00508,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00023,REL-00023,SPEC-00508,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00040,REL-00040,SPEC-00508,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00011,REL-00011,SPEC-00509,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00035,REL-00035,SPEC-00509,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00044,REL-00044,SPEC-00509,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00046,REL-00046,SPEC-00509,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00001,REL-00001,SPEC-00510,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00011,REL-00011,SPEC-00510,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00021,REL-00021,SPEC-00510,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00029,REL-00029,SPEC-00510,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00035,REL-00035,SPEC-00510,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00016,REL-00016,SPEC-00511,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00003,REL-00003,SPEC-00512,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00012,REL-00012,SPEC-00512,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00016,REL-00016,SPEC-00512,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00026,REL-00026,SPEC-00512,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00003,REL-00003,SPEC-00513,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00014,REL-00014,SPEC-00514,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00050,REL-00050,SPEC-00514,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00018,REL-00018,SPEC-00515,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00036,REL-00036,SPEC-00515,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00048,REL-00048,SPEC-00515,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00011,REL-00011,SPEC-00516,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00013,REL-00013,SPEC-00516,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00018,REL-00018,SPEC-00516,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00008,REL-00008,SPEC-00517,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00041,REL-00041,SPEC-00517,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,SPEC-00517,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00050,REL-00050,SPEC-00517,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00010,REL-00010,SPEC-00518,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00023,REL-00023,SPEC-00518,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00034,REL-00034,SPEC-00518,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00038,REL-00038,SPEC-00518,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00047,REL-00047,SPEC-00519,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00049,REL-00049,SPEC-00519,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00050,REL-00050,SPEC-00519,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00015,REL-00015,SPEC-00520,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00016,REL-00016,SPEC-00520,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00017,REL-00017,SPEC-00520,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00026,REL-00026,SPEC-00520,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00042,REL-00042,SPEC-00520,ALM Specification,DOC-SPEC-0013,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00016,REL-00016,SPEC-00521,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00022,REL-00022,SPEC-00521,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00037,REL-00037,SPEC-00521,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00042,REL-00042,SPEC-00522,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00044,REL-00044,SPEC-00522,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00050,REL-00050,SPEC-00522,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00037,REL-00037,SPEC-00523,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00048,REL-00048,SPEC-00523,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00050,REL-00050,SPEC-00523,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00032,REL-00032,SPEC-00524,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00039,REL-00039,SPEC-00524,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00001,REL-00001,SPEC-00525,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00002,REL-00002,SPEC-00525,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00044,REL-00044,SPEC-00525,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,SPEC-00525,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00030,REL-00030,SPEC-00526,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00037,REL-00037,SPEC-00526,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,SPEC-00526,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00048,REL-00048,SPEC-00527,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00049,REL-00049,SPEC-00527,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00006,REL-00006,SPEC-00528,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00013,REL-00013,SPEC-00528,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00033,REL-00033,SPEC-00528,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00010,REL-00010,SPEC-00529,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00038,REL-00038,SPEC-00529,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00013,REL-00013,SPEC-00530,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00021,REL-00021,SPEC-00530,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00046,REL-00046,SPEC-00530,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00020,REL-00020,SPEC-00531,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00006,REL-00006,SPEC-00532,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00042,REL-00042,SPEC-00532,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00050,REL-00050,SPEC-00532,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00004,REL-00004,SPEC-00533,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00028,REL-00028,SPEC-00533,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00044,REL-00044,SPEC-00533,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00045,REL-00045,SPEC-00533,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00048,REL-00048,SPEC-00533,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00012,REL-00012,SPEC-00534,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00014,REL-00014,SPEC-00534,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00015,REL-00015,SPEC-00534,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00010,REL-00010,SPEC-00535,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00023,REL-00023,SPEC-00535,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00026,REL-00026,SPEC-00535,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00028,REL-00028,SPEC-00535,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00017,REL-00017,SPEC-00536,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00040,REL-00040,SPEC-00536,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00001,REL-00001,SPEC-00537,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00033,REL-00033,SPEC-00537,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00045,REL-00045,SPEC-00537,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00046,REL-00046,SPEC-00538,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00007,REL-00007,SPEC-00539,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00011,REL-00011,SPEC-00539,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00038,REL-00038,SPEC-00539,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00001,REL-00001,SPEC-00540,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00031,REL-00031,SPEC-00540,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00008,REL-00008,SPEC-00541,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00040,REL-00040,SPEC-00541,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00028,REL-00028,SPEC-00542,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00045,REL-00045,SPEC-00542,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00016,REL-00016,SPEC-00543,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00018,REL-00018,SPEC-00544,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00036,REL-00036,SPEC-00545,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00024,REL-00024,SPEC-00546,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00030,REL-00030,SPEC-00546,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00002,REL-00002,SPEC-00547,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00015,REL-00015,SPEC-00547,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00044,REL-00044,SPEC-00547,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00045,REL-00045,SPEC-00547,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00047,REL-00047,SPEC-00547,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00035,REL-00035,SPEC-00548,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00049,REL-00049,SPEC-00548,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00001,REL-00001,SPEC-00549,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00029,REL-00029,SPEC-00549,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00039,REL-00039,SPEC-00549,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00001,REL-00001,SPEC-00550,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00021,REL-00021,SPEC-00550,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00007,REL-00007,SPEC-00551,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00012,REL-00012,SPEC-00552,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00025,REL-00025,SPEC-00552,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00033,REL-00033,SPEC-00552,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00014,REL-00014,SPEC-00553,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00018,REL-00018,SPEC-00553,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00010,REL-00010,SPEC-00554,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00030,REL-00030,SPEC-00554,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00031,REL-00031,SPEC-00554,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00037,REL-00037,SPEC-00554,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,SPEC-00554,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00024,REL-00024,SPEC-00555,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00042,REL-00042,SPEC-00555,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00047,REL-00047,SPEC-00555,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00006,REL-00006,SPEC-00556,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00002,REL-00002,SPEC-00557,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00040,REL-00040,SPEC-00557,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,SPEC-00557,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00008,REL-00008,SPEC-00558,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00028,REL-00028,SPEC-00558,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00035,REL-00035,SPEC-00558,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00046,REL-00046,SPEC-00558,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00023,REL-00023,SPEC-00559,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,SPEC-00559,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00006,REL-00006,SPEC-00560,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00043,REL-00043,SPEC-00560,ALM Specification,DOC-SPEC-0014,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00031,REL-00031,SPEC-00561,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00040,REL-00040,SPEC-00561,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00017,REL-00017,SPEC-00562,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00037,REL-00037,SPEC-00562,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00024,REL-00024,SPEC-00563,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00017,REL-00017,SPEC-00564,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00024,REL-00024,SPEC-00565,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00047,REL-00047,SPEC-00565,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00049,REL-00049,SPEC-00565,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00027,REL-00027,SPEC-00566,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00039,REL-00039,SPEC-00567,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00018,REL-00018,SPEC-00568,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00031,REL-00031,SPEC-00568,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00010,REL-00010,SPEC-00569,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00036,REL-00036,SPEC-00569,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00050,REL-00050,SPEC-00569,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00021,REL-00021,SPEC-00570,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00023,REL-00023,SPEC-00570,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00034,REL-00034,SPEC-00570,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00036,REL-00036,SPEC-00570,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00008,REL-00008,SPEC-00571,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00014,REL-00014,SPEC-00571,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00018,REL-00018,SPEC-00571,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00026,REL-00026,SPEC-00571,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00039,REL-00039,SPEC-00572,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00042,REL-00042,SPEC-00572,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00012,REL-00012,SPEC-00573,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00030,REL-00030,SPEC-00573,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00044,REL-00044,SPEC-00573,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00001,REL-00001,SPEC-00574,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00002,REL-00002,SPEC-00574,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00032,REL-00032,SPEC-00574,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00006,REL-00006,SPEC-00575,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00022,REL-00022,SPEC-00575,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00035,REL-00035,SPEC-00575,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00029,REL-00029,SPEC-00576,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00033,REL-00033,SPEC-00576,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00046,REL-00046,SPEC-00576,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00033,REL-00033,SPEC-00577,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00038,REL-00038,SPEC-00577,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00047,REL-00047,SPEC-00577,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00016,REL-00016,SPEC-00578,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00028,REL-00028,SPEC-00578,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00016,REL-00016,SPEC-00579,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00025,REL-00025,SPEC-00580,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00038,REL-00038,SPEC-00580,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00044,REL-00044,SPEC-00580,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00049,REL-00049,SPEC-00580,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00026,REL-00026,SPEC-00581,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00030,REL-00030,SPEC-00581,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00031,REL-00031,SPEC-00581,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00035,REL-00035,SPEC-00582,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00048,REL-00048,SPEC-00582,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00024,REL-00024,SPEC-00583,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00026,REL-00026,SPEC-00583,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00039,REL-00039,SPEC-00583,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Carry Forward
BL-REL-00048,REL-00048,SPEC-00584,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,CR/PR Release Traceability
BL-REL-00050,REL-00050,SPEC-00584,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
BL-REL-00029,REL-00029,SPEC-00585,ALM Specification,DOC-SPEC-0015,Project NOVA / Variant EV-X,Historical Lifecycle
